,qid,docid,rating,bm25,passage_length,c,df,cf,idf,c_idf
1602,990158,8501040,0,0.0,282,0,319271,371497,9.899389066202428,0.0
1603,887838,8000535,0,0.0,204,0,979390,1311444,16.624999006270002,0.0
1604,673659,8612335,0,0.0,316,0,544139,665809,5.450780774339525,0.0
1605,262644,7301652,0,2.243677854537964,608,1,982399,1243129,15.657797517847307,57.13753771024906
1606,547898,2598311,0,0.0,272,0,872949,1239531,14.512089649877524,0.0
1607,1047569,4229338,0,2.313504219055176,171,1,663923,818516,10.487097383834774,23.88149039326503
1608,756374,6935971,0,0.0,245,0,980735,1293389,12.774763963977488,0.0
1609,704083,1825967,0,0.0,317,0,596706,732421,8.026820660885324,0.0
1610,651407,7959219,0,0.0,299,0,1588613,2298694,10.250862658027176,0.0
1611,534780,6597361,0,1.365516185760498,559,1,2844070,3859130,6.675829005998758,17.722251335523822
1612,947635,766144,0,0.0,238,0,1299008,1595747,9.586001562735529,0.0
1613,782756,3734560,0,0.0,256,0,712340,874020,7.6209098751270385,0.0
1614,1179772,1320437,0,0.0,534,0,880370,1117991,9.367184094949735,0.0
1615,183953,2157162,0,0.0,528,0,638299,812050,10.233904221789507,0.0
1616,480618,8011521,0,0.0,315,0,205098,334853,15.225550033593384,0.0
1617,995395,2635999,0,0.0,437,0,324974,379303,13.23855028907918,0.0
1618,869758,2646728,0,0.0,311,0,815866,1070388,14.569022731512145,0.0
1619,402348,1833050,0,0.0,499,0,458,711,21.537854152231912,0.0
1620,474300,7976929,0,0.0,125,0,357715,443526,18.106733099592592,0.0
1621,1178941,2494132,0,0.0,475,0,1061274,1327702,8.723364956215574,0.0
1622,979127,5117861,0,0.0,458,0,314797,366598,9.958182540428679,0.0
1623,682585,1093330,0,0.0,264,0,544548,666203,5.449980119121324,0.0
1624,648907,3763256,0,0.0,432,0,1309872,1688522,11.167088347860611,0.0
1625,590681,5501418,0,0.0,197,0,547248,670474,10.889252096247375,0.0
1626,706541,6686380,0,0.0,558,0,543654,664986,5.451730935684572,0.0
1627,22431,4359632,0,0.0,343,0,140226,191643,15.209686775729132,0.0
1628,877574,4018587,0,0.0,296,0,612170,758374,7.925399094675688,0.0
1629,728865,6085020,0,0.0,153,0,1161401,1609887,9.78020005079782,0.0
1630,1074781,6079577,0,0.0,318,0,572297,714467,12.542813012933106,0.0
1631,978760,6762391,0,0.0,565,0,320215,376528,9.940790677680178,0.0
1632,36967,4450509,0,0.0,272,0,1451493,2108446,14.52295506506216,0.0
1633,221935,1590105,0,0.0,286,0,3184682,5395677,7.830827982370354,0.0
1634,1013758,6562072,0,0.0,282,0,1107163,1400764,7.9081094474613,0.0
1635,799327,3678156,0,1.7780003547668457,517,2,1211883,1551211,9.099917769036658,32.719862503774756
1636,500840,3904644,0,0.0,279,0,715635,1017802,21.487567592091683,0.0
1637,1170283,2049334,0,0.0,327,0,224499,269172,20.800720280149747,0.0
1638,185264,7180182,0,0.0,326,0,44072,65129,17.047099776912518,0.0
1639,35919,853610,0,0.0,236,0,512451,782396,12.55537701510241,0.0
1640,109000,440296,0,0.0,229,0,484277,826976,15.029893262906707,0.0
1641,75864,1069416,0,0.0,299,0,3809624,6381406,3.510576253732861,0.0
1642,775323,8221934,0,0.0,368,0,2121272,2904295,9.280097322113518,0.0
1643,804079,4708180,0,0.0,235,0,1608958,2265222,13.614022469887853,0.0
1644,480214,6221247,0,0.0,451,0,332435,536871,17.383267766357832,0.0
1645,448268,8066283,0,0.0,301,0,391137,562289,6.148305767776974,0.0
1646,982260,1672391,0,0.0,242,0,305640,352672,6.659387211958593,0.0
1647,293659,6589635,0,0.0,291,0,3502986,5028298,10.486531634430264,0.0
1648,742878,1526908,0,0.0,399,0,2105835,2880245,6.615159575102787,0.0
1649,626276,4365475,0,2.425483226776123,252,2,5649856,8587722,5.030701720625369,43.47577833812713
1650,1018753,7273235,0,0.0,480,0,2661782,3506082,6.6133353203347855,0.0
1651,172170,1757418,0,0.0,420,0,437574,541087,13.000909670965317,0.0
1652,921241,5493621,0,0.0,273,0,939889,1438117,9.715270006439606,0.0
1653,518952,4824606,0,0.0,269,0,93516,135179,18.26245744234567,0.0
1654,499449,8332279,0,0.0,294,0,1348578,1704438,14.130216519152988,0.0
1655,1172850,5157085,0,0.0,460,0,233729,363765,21.064154665461636,0.0
1656,338255,6508084,0,0.0,223,0,3196674,5157384,14.139639100757604,0.0
1657,700626,2179548,0,0.0,448,0,543405,664512,5.452219058247438,0.0
1658,447113,7135305,0,0.0,314,0,401384,580170,9.184423294685066,0.0
1659,984442,5796222,0,0.0,231,0,989389,1267938,10.889296208531478,0.0
1660,838912,7983848,0,1.4398083686828613,315,1,987595,1233656,12.469366548830147,38.93875651895996
1661,213182,8180370,0,0.0,362,0,669122,843187,12.822642876323457,0.0
1662,1026841,5874480,0,0.0,491,0,661550,817732,10.542104732768758,0.0
1663,438149,8829651,0,0.0,230,0,240835,430777,14.457687813867253,0.0
1664,137061,2225994,0,0.0,341,0,233114,286339,11.024771108274084,0.0
1665,1027952,7783087,0,0.0,294,0,857859,1049364,9.684763795636737,0.0
1666,647962,2569321,0,0.0,236,0,1786429,2311855,12.131668906482092,0.0
1667,1181235,2204983,0,1.4156394004821777,375,1,732440,937846,15.228668404900578,54.23272787648507
1668,667718,3502668,0,0.8035099506378174,454,1,3392760,5563743,8.897540606561416,32.70714021868946
1669,915283,1940135,0,0.0,252,0,1141243,1506416,8.661113961472974,0.0
1670,519019,714432,0,0.0,218,0,900617,1126749,15.297506522270979,0.0
1671,801656,7728227,0,0.0,440,0,544472,666216,5.4501288536153805,0.0
1672,247335,5229738,0,2.4869136810302734,183,2,3264083,5468323,8.288449217130903,69.73778565348074
1673,634957,2558702,0,0.0,233,0,1196033,1529794,9.18128091581622,0.0
1674,739585,6249213,0,0.0,487,0,1653428,2063295,7.809048583254084,0.0
1675,61999,4100272,0,0.0,284,0,1664059,2289557,7.425783084571095,0.0
1676,885403,1059069,0,0.0,310,0,1577675,1959621,11.167724588957453,0.0
1677,478418,5525229,0,0.0,304,0,152408,223631,16.52179381461101,0.0
1678,878783,3552779,0,0.0,189,0,2417158,3193597,14.560404808388975,0.0
1679,1167885,5090941,0,0.0,315,0,838001,1114200,15.931426431147834,0.0
1680,970675,2092867,0,0.0,265,0,2690821,3511048,13.09555610904413,0.0
1681,775681,1105589,0,0.0,442,0,649881,792420,10.386111342459792,0.0
1682,221056,7888810,0,0.0,294,0,3126390,5275948,6.587261392300898,0.0
1683,461504,7860986,0,0.0,287,0,783969,1331945,7.731281703279615,0.0
1684,740726,3841886,0,0.0,283,0,544673,666335,8.17486105440514,0.0
1685,877519,2448884,0,0.0,256,0,3218500,5368943,10.103006832426523,0.0
1686,899469,2337616,0,0.0,484,0,2511027,3364983,12.608931203166629,0.0
1687,295061,1180230,0,0.0,253,0,2770077,3515162,10.771570885247735,0.0
1688,798640,8744507,0,0.0,319,0,756938,1119838,7.798819518782189,0.0
1689,301027,904018,0,0.0,311,0,1872280,2493474,10.135892047484122,0.0
1690,603969,5612825,0,0.0,401,0,731564,982168,10.021345901716968,0.0
1691,1150887,2772240,0,0.0,233,0,701422,877231,7.629272929230956,0.0
1692,677719,8258369,0,0.0,275,0,589625,732473,10.803404020021123,0.0
1693,740701,5456319,0,0.0,263,0,1589134,2299493,10.249960095416691,0.0
1694,449810,5526817,0,0.0,349,0,782756,1330161,7.738918820464685,0.0
1695,826106,7105287,0,0.0,333,0,1274652,1637916,14.258864442229333,0.0
1696,1046277,703561,0,0.0,212,0,648409,787818,10.522513458773137,0.0
1697,1139822,310909,0,0.0,229,0,287710,419213,10.555707415868712,0.0
1698,1004306,2722851,0,0.0,271,0,306386,353844,6.656862013300142,0.0
1699,694097,8147344,0,0.0,319,0,581772,721355,8.068164973324597,0.0
1700,525194,4972273,0,0.0,272,0,323280,509005,18.75784469019415,0.0
1701,167480,1415622,0,0.0,155,0,877730,1031239,17.102887575392916,0.0
1702,735017,3852636,0,0.0,261,0,590238,730189,8.002005546109546,0.0
1703,531146,3751916,0,0.0,515,0,785829,1165855,8.223976786980899,0.0
1704,830756,5604683,0,0.0,483,0,956050,1250689,6.972999871513511,0.0
1705,837066,8583025,0,0.0,294,0,666397,843153,13.168911781645413,0.0
1706,842082,7573603,0,0.0,209,0,547856,671755,8.169736470638187,0.0
1707,744040,3904939,0,1.5717296600341797,222,1,543260,664346,5.452503402634639,8.178758045820043
1708,1159801,7502377,0,4.4677629470825195,628,7,4599601,7391964,8.545150855192224,292.5471110736267
1709,310086,1610304,0,0.0,473,0,1731656,2113142,12.183517203658065,0.0
1710,251094,5288186,0,1.991835355758667,245,1,1589563,1985775,13.828167191763029,52.65731432548873
1711,110473,1859034,0,0.0,295,0,291772,560945,10.21052021022412,0.0
1712,809931,7961212,0,0.0,301,0,1292719,1677539,11.15879736848328,0.0
1713,1168638,6323329,0,0.0,240,0,104575,123452,18.169152178701722,0.0
1714,143985,2825438,0,0.0,278,0,133441,158846,13.318293176870439,0.0
1715,419112,8327731,0,0.0,464,0,592494,759653,21.77666399621029,0.0
1716,443865,6427469,0,0.0,444,0,5136,8292,14.925042062428359,0.0
1717,958906,4778573,0,0.0,235,0,1202342,1555046,9.990218698401652,0.0
1718,27415,4655891,0,0.0,515,0,770697,1054283,19.92532458304922,0.0
1719,1150403,8079709,0,4.691296577453613,493,3,3183529,4219320,14.045326580535459,236.080187418932
1720,716961,2421657,0,0.0,277,0,574718,704146,8.117249595545786,0.0
1721,71265,3288454,0,0.0,315,0,3318915,4684779,4.120273322140376,0.0
1722,817612,2736933,0,0.0,178,0,1455935,1817364,11.563150817992266,0.0
1723,140847,5095385,0,0.0,616,0,5906,8751,7.310526788285999,0.0
1724,430226,7407310,0,0.0,319,0,762947,977553,7.488456663147533,0.0
1725,16259,3564246,0,0.0,536,0,319575,603527,14.900517661852376,0.0
1726,423061,7590363,0,0.0,193,0,204572,237172,29.20033520867625,0.0
1727,1042756,7455351,0,0.0,197,0,479680,581404,8.575435234548936,0.0
1728,585570,5329903,0,0.0,272,0,1099005,1350512,14.286053174157864,0.0
1729,617347,7694606,0,0.0,274,0,987682,1257916,12.28214390913487,0.0
1730,13543,4379902,0,0.0,375,0,233274,341560,10.941827524421331,0.0
1731,625972,8597564,0,0.0,383,0,1688949,2439301,11.150440576938811,0.0
1732,720568,1263983,0,0.0,309,0,543264,664358,5.452495557700308,0.0
1733,855736,5578285,0,0.0,601,0,2105845,2880237,5.051785361602182,0.0
1734,446931,4277246,0,0.0,497,0,832178,1385462,10.558839636281562,0.0
1735,329868,1062268,0,0.0,271,0,1460630,1814174,10.450883280405042,0.0
1736,163558,6979904,0,0.0,618,0,377147,446049,13.201013237270164,0.0
1737,1156153,5969559,0,0.0,626,0,697239,918287,10.39253949856552,0.0
1738,464818,7696865,0,0.0,274,0,929821,1230143,18.91057637175105,0.0
1739,428416,586021,0,0.0,636,0,598258,828240,9.318493999229053,0.0
1740,856983,201485,0,0.0,594,0,657575,824430,7.873063049318769,0.0
1741,139401,2772659,0,1.529818058013916,508,1,542797,627917,9.182839606345475,15.638522037143932
1742,793642,1193307,0,0.0,707,0,706874,887545,7.884875853574243,0.0
1743,945737,4085906,0,0.0,319,0,1117876,1335169,8.092685739461906,0.0
1744,823738,451463,0,0.0,304,0,640591,822835,10.474778527307523,0.0
1745,1078527,8786571,0,0.0,213,0,286769,552252,27.321840471943815,0.0
1746,1004834,1599726,0,0.0,314,0,1391370,1723114,11.44715711248251,0.0
1747,184915,30416,0,0.0,342,0,440816,551378,10.339085448842871,0.0
1748,1154878,5868266,0,0.0,247,0,942657,1235330,10.183298611261389,0.0
1749,435681,1837925,0,0.0,268,0,782879,1330352,16.14580641828479,0.0
1750,817974,5315103,0,0.0,270,0,1368837,1698086,9.987642429603705,0.0
1751,760806,2704941,0,0.0,226,0,589398,723538,10.677212995968098,0.0
1752,718287,7542693,0,0.0,700,0,1326019,1990615,10.560983204233553,0.0
1753,832282,3896539,0,1.8644490242004395,334,1,1048692,1343610,9.137135710110165,16.26857280150448
1754,587011,4376121,0,0.0,185,0,735495,968528,12.904718264260376,0.0
1755,475225,1267014,0,0.0,252,0,248819,315744,13.705095861089362,0.0
1756,1154321,4816011,0,0.0,239,0,1347031,1755222,8.89893660804647,0.0
1757,1145848,5197481,0,0.0,230,0,1082712,1561248,8.98690859246498,0.0
1758,966723,8559896,0,3.9420061111450195,307,7,456805,626345,12.1716598637868,194.46911115250023
1759,150248,5989668,0,0.0,272,0,829441,1084381,7.672494301369242,0.0
1760,365571,6030751,0,0.0,279,0,727863,967682,12.56563386660828,0.0
1761,709761,3014683,0,0.0,331,0,543264,664354,5.452495557700308,0.0
1762,397538,5612297,0,0.0,234,0,110483,148903,14.847427070028234,0.0
1763,273583,8486640,0,1.3774571418762207,396,1,1464182,1833115,10.135350431763339,33.05014651190753
1764,257959,7299742,0,0.0,633,0,1842726,2432157,13.919080979073923,0.0
1765,1182451,6681172,0,0.0,157,0,1213635,1559335,25.828715449049987,0.0
1766,831065,4298760,0,0.0,594,0,976778,1289510,6.948918703890255,0.0
1767,285579,1135096,0,0.0,499,0,2628656,3540877,7.586208410433017,0.0
1768,1006413,7236412,0,0.0,280,0,3009618,3983839,6.993181902453522,0.0
1769,937042,7060925,0,0.0,350,0,1292242,1591496,22.36891717786722,0.0
1770,107935,7075017,0,0.0,311,0,534657,927166,15.295956353042103,0.0
1771,532122,3870351,0,0.0,147,0,129939,177796,16.407592420761556,0.0
1772,38738,5475763,0,0.0,284,0,620886,956262,11.470053583423805,0.0
1773,886493,8080433,0,0.0,286,0,858810,1038556,14.551788796487335,0.0
1774,315696,2897618,0,0.0,611,0,1711382,2296370,12.9044697530101,0.0
1775,415097,2094824,0,0.0,302,0,305933,394697,20.67034038517857,0.0
1776,457913,451805,0,0.0,553,0,1150897,1393041,8.709836274106777,0.0
1777,711091,8711150,0,0.0,328,0,685384,843223,10.634358310443389,0.0
1778,934087,5226760,0,0.0,315,0,687771,871456,10.403316760099987,0.0
1779,117877,4140279,0,0.0,258,0,106680,127271,13.241302807650161,0.0
1780,582567,1014136,0,1.0977365970611572,544,2,4524327,7212648,3.963772442384183,31.79822791395226
1781,564598,1878558,0,0.0,294,0,608870,757581,8.014048764899842,0.0
1782,259584,3206463,0,1.8828635215759277,336,1,1463256,1859889,12.256050150089157,12.256050150089157
1783,68677,6310458,0,1.6089134216308594,493,2,4467348,6506497,5.540872924373747,40.16159466251298
1784,613584,350241,0,0.0,274,0,945849,1307862,9.415930698794693,0.0
1785,976192,1930010,0,0.0,271,0,682276,819518,12.012288930065237,0.0
1786,882050,6745655,0,0.0,317,0,968412,1168325,9.435227494170924,0.0
1787,316031,2662681,0,1.5060935020446777,256,1,1434795,1958537,13.561556303642314,58.89464628888365
1788,25926,7551970,0,0.0,360,0,2208224,4168883,16.15637679492707,0.0
1789,855620,5686169,0,0.0,581,0,2635462,3422670,8.585508223662586,0.0
1790,1041661,818571,0,0.0,370,0,485152,588336,8.55359760665772,0.0
1791,1177398,5505377,0,0.0,531,0,331115,547161,9.875392405652814,0.0
1792,687233,7685887,0,0.0,303,0,876290,1091655,9.623436892569071,0.0
1793,1071548,5172356,0,0.0,298,0,404013,582184,13.678682585672377,0.0
1794,949557,7189407,0,2.0431456565856934,289,1,1189113,1485727,10.277569359038793,25.219399152119035
1795,632348,8260888,0,0.0,482,0,1197149,1531231,9.178679407295686,0.0
1796,133967,6272841,0,0.0,293,0,210454,251592,7.4313909789051,0.0
1797,296246,2244209,0,0.0,335,0,1203561,1486554,12.47373953513052,0.0
1798,1015877,7254500,0,0.0,251,0,2967261,3626786,10.005608927642081,0.0
1799,863125,8551299,0,0.0,568,0,643200,858115,7.817058092851291,0.0
1800,517818,2060596,0,0.0,332,0,783135,1330739,8.46885945369464,0.0
1801,185963,2449710,0,0.0,218,0,121030,165031,13.338940851237462,0.0
1802,401025,1304699,0,0.0,297,0,1448898,1893346,24.44133915878796,0.0
1803,600500,6953032,0,0.0,292,0,1159489,1464601,15.87500764566945,0.0
1804,876176,2651635,0,0.0,289,0,1556143,2031892,9.406287531059562,0.0
1805,582804,4218758,0,0.6873908042907715,645,1,7596836,11481239,-0.1335625166368415,4.977548665232978
1806,693436,6706321,0,0.0,132,0,620901,761378,8.023473459118081,0.0
1807,731592,3166100,0,0.0,254,0,595750,739810,8.079775811728531,0.0
1808,273158,4401083,0,0.0,323,0,846205,1062974,7.201069036095681,0.0
1809,302224,7756913,0,0.0,337,0,1094944,1547182,11.040369807531713,0.0
1810,765139,2066431,0,0.0,619,0,641125,802454,7.8663119309021745,0.0
1811,1022463,258796,0,0.0,357,0,3133155,4233593,4.175047072914397,0.0
1812,456785,6204986,0,0.0,500,0,1117141,1351005,10.213492758870215,0.0
1813,974466,7804428,0,0.0,571,0,820178,988642,13.64397132193719,0.0
1814,334168,8395308,0,0.0,191,0,1458491,1850452,14.314546202452297,0.0
1815,539113,5132846,0,0.0,288,0,210076,250964,13.814913843718333,0.0
1816,552850,4518196,0,1.8102483749389648,509,2,722557,919083,15.275372771327158,109.2689961556687
1817,530977,8716521,0,0.0,151,0,2344391,3499907,19.28792694876566,0.0
1818,144387,8791882,0,0.0,201,0,538117,754883,23.05830522098991,0.0
1819,1005842,3046818,0,1.0521881580352783,499,1,1373330,1829014,9.831249229423557,30.32641612669056
1820,73260,4305746,0,0.0,468,0,1649102,2273101,7.479535071883744,0.0
1821,275977,5685498,0,0.0,288,0,1108491,1442280,10.615246860989807,0.0
1822,1159402,7086076,0,0.0,410,0,1105523,1426862,8.793436725099179,0.0
1823,1152870,5550212,0,0.0,318,0,556662,681849,8.140911011317169,0.0
1824,471252,5666805,0,0.0,235,0,349273,563447,15.088322490186195,0.0
1825,877225,7629587,0,0.0,341,0,2500774,3483280,8.072797788101164,0.0
1826,951286,4657026,0,0.0,275,0,1780397,2241425,8.320361590482364,0.0
1827,201061,5216381,0,0.0,589,0,211153,252344,12.432587379514535,0.0
1828,1033119,3656494,0,1.4766168594360352,483,1,509664,619998,8.449819315894874,16.96409243951046
1829,29536,1479896,0,0.0,638,0,205070,302987,15.995099968261458,0.0
1830,291142,3857358,0,1.2812037467956543,93,0,1070294,1327645,10.708472678839339,0.0
1831,87378,7829998,0,0.0,296,0,267,307,32.14436565826568,0.0
1832,1064631,443278,0,0.0,238,0,2776505,3800963,14.809451235431006,0.0
1833,13541,2578706,0,0.0,250,0,230653,338013,14.598253281695108,0.0
1834,1175308,5541959,0,0.0,314,0,213163,254606,11.549124078188967,0.0
1835,142847,1679387,0,0.0,437,0,178671,272147,26.157531184763304,0.0
1836,334340,7446243,0,0.0,306,0,734787,938326,9.915829080611273,0.0
1837,674949,2593486,0,0.0,304,0,551326,676990,5.436792708933991,0.0
1838,869211,875983,0,2.163135528564453,543,2,2907464,3859307,10.151320376293707,47.90254397358521
1839,278066,840170,0,0.0,387,0,2782496,3821445,14.594750303666865,0.0
1840,88373,5141210,0,0.0,551,0,102004,127415,22.40549453277081,0.0
1841,471757,2575757,0,0.0,118,0,396607,498731,11.757815152995544,0.0
1842,330701,2362191,0,0.0,465,0,1418948,2049306,12.143566488985659,0.0
1843,1152346,8767051,0,0.0,298,0,1413568,1694538,11.345900262159983,0.0
1844,905837,2800060,0,0.0,288,0,1697251,2293627,12.402729763291486,0.0
1845,378700,944457,0,1.2042293548583984,654,1,1015136,1280069,11.014424208046215,34.459805254176835
1846,515325,1426193,0,0.0,337,0,603823,1021515,8.946909500846331,0.0
1847,764046,5477265,0,0.0,311,0,549280,673549,8.161307349154582,0.0
1848,985071,4479285,0,0.0,244,0,309997,358692,9.959957245068521,0.0
1849,522273,1564466,0,0.0,373,0,13736,18491,12.956301111351948,0.0
1850,628931,1424569,0,0.0,312,0,1422834,1740694,11.033562646732726,0.0
1851,450588,8075135,0,1.7762088775634766,196,1,390235,561288,6.150721256506462,9.226083225199396
1852,1023348,8283191,0,0.0,349,0,2596689,3383072,10.38125637205215,0.0
1853,1079873,3233638,0,0.0,293,0,444015,589868,12.58893004534213,0.0
1854,82833,1725112,0,0.0,293,0,23525,33466,16.02843755203589,0.0
1855,472680,1937192,0,0.0,681,0,615991,910540,27.38498440689213,0.0
1856,1054834,3060913,0,0.0,384,0,481863,584718,5.712127189138488,0.0
1857,663835,3324436,0,0.0,539,0,544605,666294,5.449868580978743,0.0
1858,1139421,4923632,0,0.0,292,0,3287633,4323697,7.602469083294057,0.0
1859,236067,5096210,0,0.0,243,0,812599,1072462,9.827998556593066,0.0
1860,716788,3338640,0,0.0,316,0,548830,674971,8.167878071384184,0.0
1861,989401,6767644,0,2.5057854652404785,300,1,738860,908966,15.02860838806296,27.662340772702784
1862,218388,1135314,0,3.6216530799865723,327,5,2190773,3163323,9.496051880678094,163.9400078455963
1863,1004316,2897188,0,0.0,345,0,1347019,1721675,18.646297821899175,0.0
1864,312903,2603172,0,0.0,570,0,1701515,2076371,10.28852952696655,0.0
1865,233760,3700340,0,0.0,293,0,903821,1125504,14.077971470880545,0.0
1866,458172,3881819,0,0.0,169,0,1894739,2312517,12.98129632919719,0.0
1867,1137653,5085936,0,0.0,293,0,537327,673700,11.188993341593441,0.0
1868,633966,719700,0,0.0,267,0,1205183,1540653,9.160031822558949,0.0
1869,1034163,4220693,0,0.0,218,0,506890,623612,8.504816574251109,0.0
1870,319151,3240529,0,0.0,648,0,3211434,5340845,9.78820946382851,0.0
1871,1022755,1342317,0,0.0,202,0,1651545,2080681,11.965446735848856,0.0
1872,719153,4291895,0,0.0,439,0,1025994,1358946,9.570985818387486,0.0
1873,505357,4924449,0,0.0,132,0,746458,1148958,30.133782483229464,0.0
1874,29211,7679518,0,0.0,440,0,814497,1203411,21.092958810907852,0.0
1875,650442,6583768,0,0.0,316,0,1356874,1670052,11.291447989947795,0.0
1876,487308,7316691,0,0.0,483,0,390248,561301,16.396177895787922,0.0
1877,73894,5424634,0,0.0,378,0,1710930,2371504,8.785159814259353,0.0
1878,1003723,1565754,0,0.0,301,0,954135,1150804,12.016048751110768,0.0
1879,630471,3453456,0,0.0,403,0,1578866,1962150,12.858765472522684,0.0
1880,258827,3932088,0,0.0,344,0,2117975,2643000,12.733002604225511,0.0
1881,515204,6294249,0,0.0,215,0,345753,471102,10.190592755161994,0.0
1882,892937,8273866,0,0.0,581,0,3227836,5429972,10.010741242140707,0.0
1883,29157,744167,0,0.9001280069351196,316,1,4075506,5665963,8.109182211706903,45.00635364115419
1884,353725,6024769,0,0.0,168,0,726955,999577,10.440618280252508,0.0
1885,922927,1448841,0,0.0,413,0,725158,919568,13.077993949605748,0.0
1886,1183660,8304059,0,0.0,305,0,183754,299610,13.77801893299532,0.0
1887,473568,3168866,0,2.118793249130249,255,1,210859,252246,23.530373414920206,23.530373414920206
1888,901036,515063,0,0.0,260,0,633228,771417,10.708617081494342,0.0
1889,644246,3844442,0,0.0,265,0,944929,1160953,11.684614731611301,0.0
1890,86673,2963260,0,0.0,462,0,295708,443740,22.93803367457189,0.0
1891,709348,1136074,0,0.0,277,0,1055600,1333104,11.969087044297156,0.0
1892,290021,3793201,0,0.0,158,0,1045504,1294355,8.760365958726304,0.0
1893,315591,8203154,0,0.0,267,0,1914790,2561998,12.455018362945516,0.0
1894,630658,3706049,0,1.2213540077209473,306,2,2646337,3582917,8.761700814252858,59.359134084899765
1895,1081783,2140588,0,0.0,290,0,147807,265533,25.198050238896954,0.0
1896,797754,8274064,0,0.0,188,0,676182,850786,10.365259561995018,0.0
1897,92690,268421,0,0.0,513,0,891176,1308887,23.199246380937975,0.0
1898,243515,4529003,0,1.5362977981567383,261,1,4558897,7350460,5.8012910699333675,43.11020014897693
1899,437151,4876075,0,0.0,240,0,463656,637371,10.425466048055522,0.0
1900,339740,1284225,0,0.0,511,0,1462069,1820726,15.162087938019038,0.0
1901,501585,5661401,0,0.0,300,0,403712,581636,12.879590056684034,0.0
1902,745385,7783595,0,0.0,479,0,571958,706490,8.112971386511289,0.0
1903,5648,7354136,0,0.0,245,0,390373,561498,14.131912758785807,0.0
1904,875098,2332477,0,0.0,311,0,1282432,1555796,10.101547248981266,0.0
1905,976959,269850,0,0.0,499,0,617803,739736,9.210916008996108,0.0
1906,164287,1431747,0,0.0,439,0,470737,587147,15.810206173027465,0.0
1907,87034,1020389,0,0.0,473,0,126049,196424,29.720786190300686,0.0
1908,1062034,3599439,0,0.0,521,0,490273,617398,24.02465850988993,0.0
1909,183399,6435827,0,0.0,283,0,1635960,2317221,24.143394165295387,0.0
1910,596313,7801121,0,0.0,371,0,1496719,2038043,11.573557302059323,0.0
1911,117028,850169,0,0.0,237,0,163632,205192,12.753755790541817,0.0
1912,311159,3704331,0,0.0,387,0,1776161,2179341,12.104444942107603,0.0
1913,869206,3552394,0,0.0,254,0,748512,918681,10.064582195827796,0.0
1914,853827,8246689,0,0.0,492,0,1233259,1544097,10.810937651624052,0.0
1915,241547,7115444,0,0.0,262,0,2761493,3716049,8.595886097734128,0.0
1916,1139782,6433925,0,0.0,481,0,1240357,1519129,11.537240620672764,0.0
1917,46463,709771,0,0.0,331,0,500040,776590,9.432441368794455,0.0
1918,1143059,4241014,0,0.0,296,0,1319602,1576699,14.432150261137748,0.0
1919,864400,4484933,0,0.0,264,0,2073564,3620897,5.132064262385709,0.0
1920,80513,8562803,0,0.818781852722168,318,1,5532596,8749564,0.16143705391009855,5.657247588179532
1921,568283,8064958,0,1.5558900833129883,221,1,737272,1009786,7.830082589507942,15.989196291824467
1922,732198,7094815,0,0.0,311,0,543356,664500,5.452315139107549,0.0
1923,536273,3794933,0,0.0,508,0,286434,552719,22.90156730366389,0.0
1924,1162515,6468815,0,0.0,387,0,251978,311307,16.903756167085902,0.0
1925,867800,1288868,0,0.0,295,0,2405848,3277322,10.72087207614013,0.0
1926,496597,4140421,0,0.0,270,0,2564887,3906465,10.06075828915862,0.0
1927,575251,7822079,0,0.0,629,0,1778537,2222686,9.304388768492299,0.0
1928,653701,377807,0,3.6929240226745605,249,3,1387431,1825558,10.83504034480162,80.49968728856328
1929,322647,7574955,0,0.0,304,0,862421,1078557,9.42660560994889,0.0
1930,1058020,1602060,0,0.0,320,0,1503610,1807421,17.09306908782191,0.0
1931,1177342,5860811,0,0.0,721,0,2982765,3987796,11.56909444598237,0.0
1932,702297,2370274,0,0.0,424,0,629546,783731,8.020161865226168,0.0
1933,904472,4879656,0,0.0,209,0,1842988,2327109,8.915028343984389,0.0
1934,878393,194150,0,0.0,253,0,646783,807781,13.105117551798354,0.0
1935,737221,6399613,0,0.0,204,0,543468,664659,5.452095537609171,0.0
1936,561652,7393561,0,0.0,412,0,614130,757369,7.917506721241358,0.0
1937,206157,4054675,0,0.0,225,0,54611,91517,15.64697692760732,0.0
1938,1008063,4548812,0,0.0,474,0,2117751,2741772,15.11752723029525,0.0
1939,147384,782514,0,0.0,558,0,813642,1013067,9.971211143550903,0.0
1940,16024,1320932,0,2.745842456817627,251,1,361178,554002,19.281285377140552,47.258232400335416
1941,85187,1306514,0,0.0,153,0,247491,357799,25.86803343918893,0.0
1942,542631,2304784,0,0.0,195,0,561597,777910,15.843611177493976,0.0
1943,628276,108069,0,0.0,296,0,1651174,1982956,10.703936505965089,0.0
1944,1055747,1587741,0,0.0,318,0,577730,721782,13.85158373992486,0.0
1945,907406,1512690,0,0.0,280,0,1612651,1977398,9.853050387000534,0.0
1946,449426,2800613,0,0.0,445,0,393410,566378,9.21725315322199,0.0
1947,954316,8622980,0,0.0,201,0,1451030,1774834,9.271574851569417,0.0
1948,242574,7884394,0,0.0,220,0,2550998,3393916,8.65079730973289,0.0
1949,637252,8307284,0,0.0,289,0,1196401,1530398,9.180422767359953,0.0
